Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
G21 1UZ,No,55.89692,-4.231874,260540,669340,NS605693,"Bishopbriggs South","",1973-08-01,1991-07-01,76,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008101,"Bishopbriggs West and Cadder - 08"
G21 1XA,No,55.896752,-4.231225,260580,669320,NS605693,"Bishopbriggs South","",1973-08-01,1991-07-01,76,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008101,"Bishopbriggs West and Cadder - 08"
G33 1RZ,Yes,55.898967,-4.194497,262884,669493,NS628694,"Bishopbriggs South","",1999-12-01,,79,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008107,"Auchinairn - 06"
G33 1SZ,Yes,55.898959,-4.197714,262683,669498,NS626694,"Bishopbriggs South","",2000-12-01,,87,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008107,"Auchinairn - 06"
G61 1AA,No,55.909287,-4.325549,254730,670909,NS547709,"Bearsden South","",1980-01-01,2019-04-01,50,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008072,"Westerton East - 02"
G61 1AB,Yes,55.908377,-4.327255,254620,670811,NS546708,"Bearsden South","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1AD,Yes,55.906947,-4.326193,254681,670650,NS546706,"Bearsden South","",1980-01-01,,49,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1AE,Yes,55.905837,-4.325502,254720,670525,NS547705,"Bearsden South","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1AF,Yes,55.90429,-4.324594,254771,670351,NS547703,"Bearsden South","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1AG,Yes,55.903052,-4.323544,254832,670211,NS548702,"Bearsden South","",1980-01-01,,50,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1AH,Yes,55.900992,-4.322701,254877,669980,NS548699,"Bearsden South","",1980-01-01,,55,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1AJ,Yes,55.901889,-4.32421,254786,670083,NS547700,"Bearsden South","",1980-01-01,,54,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1AL,Yes,55.902544,-4.324745,254755,670157,NS547701,"Bearsden South","",1980-01-01,,54,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1AN,Yes,55.902808,-4.326473,254648,670190,NS546701,"Bearsden South","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1AP,Yes,55.903159,-4.32547,254712,670227,NS547702,"Bearsden South","",1980-01-01,,54,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1AQ,Yes,55.902057,-4.322908,254868,670099,NS548700,"Bearsden South","",1980-01-01,,51,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1AR,Yes,55.90326,-4.32442,254778,670236,NS547702,"Bearsden South","",1980-01-01,,50,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1AS,Yes,55.904114,-4.325815,254694,670334,NS546703,"Bearsden South","",1980-01-01,,47,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1AT,Yes,55.904977,-4.325803,254698,670430,NS546704,"Bearsden South","",1980-01-01,,44,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1AU,Yes,55.905143,-4.327525,254591,670452,NS545704,"Bearsden South","",1980-01-01,,49,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1AW,Yes,55.904078,-4.327253,254604,670333,NS546703,"Bearsden South","",1980-01-01,,52,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1AX,Yes,55.905396,-4.329332,254479,670484,NS544704,"Bearsden South","",1980-01-01,,55,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1AY,Yes,55.906807,-4.329816,254454,670642,NS544706,"Bearsden South","",1980-01-01,,67,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1AZ,Yes,55.908375,-4.32911,254504,670815,NS545708,"Bearsden South","",1980-01-01,,66,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1BA,Yes,55.907443,-4.328958,254510,670711,NS545707,"Bearsden South","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1BB,Yes,55.907494,-4.327217,254619,670713,NS546707,"Bearsden South","",1980-01-01,,54,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1BD,Yes,55.906013,-4.321865,254948,670537,NS549705,"Bearsden South","",1980-01-01,,40,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1BE,No,55.910409,-4.328016,254580,671039,NS545710,"Bearsden South","",2008-01-01,2016-08-01,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008072,"Westerton East - 02"
G61 1BF,Yes,55.910403,-4.328001,254581,671038,NS545710,"Bearsden South","",2008-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008072,"Westerton East - 02"
G61 1BH,No,55.906579,-4.326667,254650,670610,NS546706,"Bearsden South","",1992-07-01,1995-02-01,47,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008073,"Westerton East - 03"
G61 1BL,No,55.907465,-4.32736,254610,670710,NS546707,"Bearsden South","",1990-12-01,1992-07-01,54,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008073,"Westerton East - 03"
G61 1BN,Yes,55.906617,-4.326557,254657,670614,NS546706,"Bearsden South","",1980-01-01,,47,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1BP,Yes,55.906398,-4.329104,254497,670595,NS544705,"Bearsden South","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1BS,Yes,55.90688,-4.327869,254576,670646,NS545706,"Bearsden South","",1980-01-01,,54,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1BT,Yes,55.905792,-4.327403,254601,670524,NS546705,"Bearsden South","",1980-01-01,,48,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1BU,Yes,55.90689,-4.324638,254778,670640,NS547706,"Bearsden South","",1980-01-01,,46,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1BW,Yes,55.90651,-4.327478,254599,670604,NS545706,"Bearsden South","",1980-01-01,,49,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1BX,Yes,55.906545,-4.318953,255132,670590,NS551705,"Bearsden South","",1980-01-01,,40,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1BY,Yes,55.907011,-4.323301,254862,670651,NS548706,"Bearsden South","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1BZ,Yes,55.906849,-4.319019,255129,670624,NS551706,"Bearsden South","",1980-01-01,,40,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DA,Yes,55.907478,-4.321408,254982,670699,NS549706,"Bearsden South","",1980-01-01,,43,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DB,Yes,55.907666,-4.32334,254862,670724,NS548707,"Bearsden South","",1980-01-01,,46,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DD,Yes,55.907397,-4.324909,254763,670697,NS547706,"Bearsden South","",1980-01-01,,48,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DE,Yes,55.908315,-4.323251,254870,670796,NS548707,"Bearsden South","",1980-01-01,,46,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DF,Yes,55.908428,-4.321081,255006,670804,NS550708,"Bearsden South","",1980-01-01,,42,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DG,Yes,55.908938,-4.320264,255059,670859,NS550708,"Bearsden South","",1980-01-01,,39,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DH,Yes,55.907776,-4.31941,255108,670728,NS551707,"Bearsden South","",1980-01-01,,40,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DJ,Yes,55.907243,-4.31765,255216,670665,NS552706,"Bearsden South","",1980-01-01,,39,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DL,Yes,55.907926,-4.317179,255248,670740,NS552707,"Bearsden South","",1980-01-01,,37,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DN,Yes,55.908465,-4.319131,255128,670804,NS551708,"Bearsden South","",1980-01-01,,38,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DP,No,55.9078,-4.3381,253940,670770,NS539707,"Bearsden South","",1985-07-01,1992-07-01,34,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008071,"Westerton East - 01"
G61 1DQ,Yes,55.908959,-4.321993,254951,670865,NS549708,"Bearsden South","",1980-01-01,,43,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008075,"Westerton East - 05"
G61 1DT,No,55.912409,-4.336777,254040,671280,NS540712,"Bearsden South","",1995-12-01,1995-12-01,58,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008068,"Westerton West - 01"
G61 1DU,Yes,55.91177,-4.334002,254211,671203,NS542712,"Bearsden South","",1980-01-01,,51,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1DW,No,55.912491,-4.334366,254191,671284,NS541712,"Bearsden South","",1995-12-01,1996-12-01,50,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008068,"Westerton West - 01"
G61 1DX,Yes,55.913202,-4.334761,254169,671364,NS541713,"Bearsden South","",1980-01-01,,50,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1DY,Yes,55.913622,-4.337746,253984,671417,NS539714,"Bearsden South","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1DZ,Yes,55.913005,-4.33947,253874,671352,NS538713,"Bearsden South","",1980-01-01,,52,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EA,Yes,55.912466,-4.336766,254041,671286,NS540712,"Bearsden South","",1980-01-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EB,Yes,55.912266,-4.334816,254162,671260,NS541712,"Bearsden South","",1980-01-01,,53,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1ED,Yes,55.911968,-4.337279,254007,671232,NS540712,"Bearsden South","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EE,Yes,55.91238,-4.339752,253854,671283,NS538712,"Bearsden South","",1980-01-01,,48,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EF,Yes,55.91197,-4.339519,253867,671237,NS538712,"Bearsden South","",1980-01-01,,49,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EG,Yes,55.912307,-4.34074,253792,671277,NS537712,"Bearsden South","",1980-01-01,,42,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EH,Yes,55.911428,-4.34176,253725,671181,NS537711,"Bearsden South","",1980-01-01,,39,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EJ,Yes,55.91251,-4.341888,253721,671302,NS537713,"Bearsden South","",1980-01-01,,35,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EL,Yes,55.912453,-4.342493,253683,671297,NS536712,"Bearsden South","",1980-01-01,,34,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EN,Yes,55.913915,-4.341253,253766,671457,NS537714,"Bearsden South","",1980-01-01,,34,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EP,Yes,55.912658,-4.344505,253558,671324,NS535713,"Bearsden South","",1980-01-01,,31,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008067,"South Castlehill and Thorn - 05"
G61 1EQ,No,55.911262,-4.340389,253810,671160,NS538711,"Bearsden South","",1980-01-01,1994-05-01,41,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008068,"Westerton West - 01"
G61 1ER,Yes,55.911895,-4.346796,253412,671244,NS534712,"Bearsden South","",1980-01-01,,31,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008067,"South Castlehill and Thorn - 05"
G61 1ES,Yes,55.912341,-4.344134,253580,671288,NS535712,"Bearsden South","",1980-01-01,,32,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008067,"South Castlehill and Thorn - 05"
G61 1ET,Yes,55.912314,-4.343188,253639,671283,NS536712,"Bearsden South","",1980-01-01,,33,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EU,Yes,55.912098,-4.345592,253488,671264,NS534712,"Bearsden South","",1980-01-01,,31,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008067,"South Castlehill and Thorn - 05"
G61 1EW,Yes,55.913356,-4.342739,253671,671398,NS536713,"Bearsden South","",1980-01-01,,31,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EX,Yes,55.911825,-4.345287,253506,671233,NS535712,"Bearsden South","",1980-01-01,,33,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EY,Yes,55.911543,-4.34639,253436,671204,NS534712,"Bearsden South","",1980-01-01,,32,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1EZ,Yes,55.911615,-4.343546,253614,671206,NS536712,"Bearsden South","",1980-01-01,,37,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1FE,Yes,55.911236,-4.346133,253451,671169,NS534711,"Bearsden South","",2009-05-01,,35,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1HA,Yes,55.910694,-4.342867,253653,671102,NS536711,"Bearsden South","",1980-01-01,,43,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1HB,Yes,55.909465,-4.345561,253480,670971,NS534709,"Bearsden South","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1HD,Yes,55.910618,-4.344446,253554,671097,NS535710,"Bearsden South","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1HH,Yes,55.909532,-4.348157,253318,670984,NS533709,"Bearsden South","",1980-01-01,,35,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1HJ,Yes,55.909934,-4.346869,253400,671026,NS534710,"Bearsden South","",1980-01-01,,41,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1HL,Yes,55.904657,-4.333223,254233,670410,NS542704,"Bearsden South","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1HQ,Yes,55.909191,-4.347656,253348,670945,NS533709,"Bearsden South","",1980-01-01,,36,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1HS,Yes,55.901183,-4.326855,254618,670010,NS546700,"Bearsden South","",1980-01-01,,50,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1HT,Yes,55.9028,-4.330664,254386,670198,NS543701,"Bearsden South","",1980-01-01,,47,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1HU,Yes,55.904414,-4.333897,254190,670384,NS541703,"Bearsden South","",1980-01-01,,39,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1HX,Yes,55.905327,-4.332991,254250,670484,NS542704,"Bearsden South","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1HY,Yes,55.906643,-4.33371,254210,670632,NS542706,"Bearsden South","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1HZ,Yes,55.907438,-4.333486,254227,670720,NS542707,"Bearsden South","",1980-01-01,,65,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1JA,Yes,55.908674,-4.333272,254245,670857,NS542708,"Bearsden South","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1JB,Yes,55.906766,-4.331958,254320,670642,NS543706,"Bearsden South","",1980-01-01,,71,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1JD,Yes,55.905344,-4.331632,254335,670483,NS543704,"Bearsden South","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1JE,Yes,55.904311,-4.331602,254333,670368,NS543703,"Bearsden South","",1980-01-01,,51,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1JF,Yes,55.902874,-4.329612,254452,670204,NS544702,"Bearsden South","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1JG,Yes,55.903297,-4.329574,254456,670251,NS544702,"Bearsden South","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1JJ,Yes,55.90865,-4.332615,254286,670853,NS542708,"Bearsden South","",1995-12-01,,67,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008073,"Westerton East - 03"
G61 1JQ,Yes,55.901121,-4.3249,254740,669999,NS547699,"Bearsden South","",1980-01-01,,54,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008074,"Westerton East - 04"
G61 1JR,Yes,55.908551,-4.346354,253427,670871,NS534708,"Bearsden South","",1980-01-01,,36,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1JS,Yes,55.908159,-4.346186,253436,670827,NS534708,"Bearsden South","",1980-01-01,,33,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1JT,Yes,55.909426,-4.344758,253530,670965,NS535709,"Bearsden South","",1980-01-01,,47,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1JU,Yes,55.909723,-4.34332,253621,670995,NS536709,"Bearsden South","",1980-01-01,,46,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1JX,Yes,55.909517,-4.343788,253591,670973,NS535709,"Bearsden South","",1980-01-01,,47,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1JY,Yes,55.909453,-4.342888,253647,670964,NS536709,"Bearsden South","",1980-01-01,,43,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1JZ,Yes,55.908751,-4.34387,253583,670888,NS535708,"Bearsden South","",1980-01-01,,43,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LA,Yes,55.90868,-4.342873,253645,670878,NS536708,"Bearsden South","",1980-01-01,,41,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008070,"Westerton West - 03"
G61 1LB,Yes,55.907542,-4.345061,253504,670756,NS535707,"Bearsden South","",1980-01-01,,31,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LD,Yes,55.907958,-4.344942,253513,670802,NS535708,"Bearsden South","",1980-01-01,,34,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LE,Yes,55.907178,-4.347647,253341,670721,NS533707,"Bearsden South","",1980-01-01,,27,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LF,Yes,55.908179,-4.348411,253297,670834,NS532708,"Bearsden South","",1980-01-01,,30,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LG,No,55.908413,-4.348377,253300,670860,NS533708,"Bearsden South","",1973-08-01,1992-07-01,31,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008069,"Westerton West - 02"
G61 1LH,Yes,55.907775,-4.346979,253385,670786,NS533707,"Bearsden South","",1980-01-01,,30,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LJ,Yes,55.907302,-4.341622,253718,670722,NS537707,"Bearsden South","",1980-01-01,,31,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008070,"Westerton West - 03"
G61 1LL,Yes,55.907191,-4.342735,253648,670712,NS536707,"Bearsden South","",1980-01-01,,29,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008070,"Westerton West - 03"
G61 1LN,Yes,55.907127,-4.344652,253528,670709,NS535707,"Bearsden South","",1980-01-01,,29,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LP,No,55.907501,-4.346274,253428,670754,NS534707,"Bearsden South","",1995-12-01,1996-12-01,30,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008069,"Westerton West - 02"
G61 1LQ,Yes,55.907868,-4.347929,253326,670798,NS533707,"Bearsden South","",1980-01-01,,29,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LR,Yes,55.907897,-4.34201,253696,670789,NS536707,"Bearsden South","",1980-01-01,,34,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008070,"Westerton West - 03"
G61 1LS,Yes,55.91031,-4.34318,253632,671060,NS536710,"Bearsden South","",1980-01-01,,45,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LT,Yes,55.910106,-4.342111,253698,671035,NS536710,"Bearsden South","",1980-01-01,,42,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008069,"Westerton West - 02"
G61 1LU,Yes,55.909418,-4.34143,253738,670957,NS537709,"Bearsden South","",1980-01-01,,39,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008070,"Westerton West - 03"
G61 1LW,Yes,55.907463,-4.343568,253597,670744,NS535707,"Bearsden South","",1980-01-01,,31,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008070,"Westerton West - 03"
G61 1LX,Yes,55.908614,-4.341141,253753,670867,NS537708,"Bearsden South","",1980-01-01,,35,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008070,"Westerton West - 03"
G61 1LY,Yes,55.907837,-4.340902,253765,670780,NS537707,"Bearsden South","",1980-01-01,,32,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008070,"Westerton West - 03"
G61 1LZ,Yes,55.906585,-4.340748,253770,670640,NS537706,"Bearsden South","",1980-01-01,,30,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008070,"Westerton West - 03"
G61 1NA,No,55.907163,-4.338542,253910,670700,NS539707,"Bearsden South","",1996-12-01,1999-06-01,33,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008071,"Westerton East - 01"
G61 1NB,Yes,55.911025,-4.331109,254389,671114,NS543711,"Bearsden South","",1992-05-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008072,"Westerton East - 02"
G61 1ND,Yes,55.910558,-4.335834,254092,671072,NS540710,"Bearsden South","",1992-10-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008072,"Westerton East - 02"
G61 1NE,Yes,55.911075,-4.327992,254584,671113,NS545711,"Bearsden South","",2000-12-01,,51,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008072,"Westerton East - 02"
G61 1NF,Yes,55.911095,-4.339739,253850,671140,NS538711,"Bearsden South","",2008-11-01,,42,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1NG,Yes,55.911201,-4.336993,254022,671146,NS540711,"Bearsden South","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008068,"Westerton West - 01"
G61 1NH,Yes,55.908991,-4.33646,254047,670899,NS540708,"Bearsden South","",1980-01-01,,42,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008071,"Westerton East - 01"
G61 1NJ,Yes,55.908521,-4.336256,254058,670846,NS540708,"Bearsden South","",1980-01-01,,40,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008071,"Westerton East - 01"
G61 1NL,Yes,55.908157,-4.337769,253962,670809,NS539708,"Bearsden South","",1980-01-01,,34,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008071,"Westerton East - 01"
