Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
G66 2DH,Yes,55.938587,-4.141719,266320,673798,NS663737,"Kirkintilloch East and North and Twechar","",1980-01-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2DJ,Yes,55.938153,-4.141555,266329,673749,NS663737,"Kirkintilloch East and North and Twechar","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2DL,Yes,55.937892,-4.141573,266327,673720,NS663737,"Kirkintilloch East and North and Twechar","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2DN,Yes,55.9375,-4.142219,266285,673678,NS662736,"Kirkintilloch East and North and Twechar","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2DP,Yes,55.939376,-4.144088,266175,673890,NS661738,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008136,"Hillhead - 01"
G66 2DQ,Yes,55.939414,-4.142213,266292,673891,NS662738,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2DR,Yes,55.940045,-4.144169,266172,673965,NS661739,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2DS,Yes,55.939991,-4.145175,266109,673961,NS661739,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2DT,Yes,55.940499,-4.144419,266158,674016,NS661740,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2DU,Yes,55.93695,-4.146912,265990,673626,NS659736,"Kirkintilloch East and North and Twechar","",1998-12-01,,52,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008136,"Hillhead - 01"
G66 2DW,Yes,55.938272,-4.142774,266253,673765,NS662737,"Kirkintilloch East and North and Twechar","",1980-01-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2DX,Yes,55.940558,-4.140499,266403,674015,NS664740,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2DY,Yes,55.940303,-4.14018,266422,673986,NS664739,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2DZ,Yes,55.940563,-4.139714,266452,674014,NS664740,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2EA,Yes,55.940369,-4.139211,266483,673991,NS664739,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2EB,No,55.940207,-4.142609,266270,673980,NS662739,"Kirkintilloch East and North and Twechar","",1980-01-01,1995-12-01,63,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008137,"Hillhead - 02"
G66 2ED,Yes,55.939997,-4.139187,266483,673950,NS664739,"Kirkintilloch East and North and Twechar","",1980-01-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2EE,Yes,55.940212,-4.138686,266515,673973,NS665739,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2EF,Yes,55.941263,-4.138728,266516,674090,NS665740,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2EG,Yes,55.940873,-4.137394,266598,674044,NS665740,"Kirkintilloch East and North and Twechar","",1980-01-01,,65,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2EH,Yes,55.9403,-4.137746,266574,673981,NS665739,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2EJ,Yes,55.940466,-4.137019,266620,673998,NS666739,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2EL,Yes,55.941058,-4.136043,266683,674062,NS666740,"Kirkintilloch East and North and Twechar","",1980-01-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2EN,Yes,55.940153,-4.136377,266659,673962,NS666739,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2EP,No,55.940466,-4.141647,266331,674007,NS663740,"Kirkintilloch East and North and Twechar","",2002-07-01,2002-07-01,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2EQ,Yes,55.940586,-4.138387,266535,674014,NS665740,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2ER,No,55.938427,-4.141086,266359,673779,NS663737,"Kirkintilloch East and North and Twechar","",1992-10-01,2004-10-01,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2ES,Yes,55.94111,-4.142355,266289,674080,NS662740,"Kirkintilloch East and North and Twechar","",2008-05-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2ET,Yes,55.941291,-4.142285,266294,674100,NS662741,"Kirkintilloch East and North and Twechar","",2008-02-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2EU,Yes,55.941244,-4.140825,266385,674092,NS663740,"Kirkintilloch East and North and Twechar","",2008-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2EW,No,55.940846,-4.141491,266342,674049,NS663740,"Kirkintilloch East and North and Twechar","",2002-01-01,2002-03-01,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2HA,Yes,55.942229,-4.14879,265891,674217,NS658742,"Kirkintilloch East and North and Twechar","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2HB,Yes,55.941732,-4.148142,265930,674160,NS659741,"Kirkintilloch East and North and Twechar","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2HD,Yes,55.941666,-4.147061,265997,674151,NS659741,"Kirkintilloch East and North and Twechar","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2HE,Yes,55.941497,-4.148509,265906,674135,NS659741,"Kirkintilloch East and North and Twechar","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2HF,Yes,55.941914,-4.148821,265888,674182,NS658741,"Kirkintilloch East and North and Twechar","",1980-01-01,,55,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2HG,No,55.941782,-4.150222,265800,674170,NS658741,"Kirkintilloch East and North and Twechar","",1980-01-01,1994-05-01,50,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008137,"Hillhead - 02"
G66 2HH,Yes,55.941345,-4.149494,265844,674120,NS658741,"Kirkintilloch East and North and Twechar","",1980-01-01,,53,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2HJ,Yes,55.945072,-4.11695,267889,674472,NS678744,"Kirkintilloch East and North and Twechar","",1989-07-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008146,"Twechar and Harestanes East - 02"
G66 2HL,Yes,55.94056,-4.149178,265861,674032,NS658740,"Kirkintilloch East and North and Twechar","",1999-06-01,,53,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008135,"Kirkintilloch West - 05"
G66 2HQ,No,55.940998,-4.149811,265823,674082,NS658740,"Kirkintilloch East and North and Twechar","",1980-01-01,2004-07-01,52,Scotland,2021-11-12,"Within the building of the matched address by visual inspection of Landline maps",S01008135,"Kirkintilloch West - 05"
G66 2HR,Yes,55.944103,-4.13613,266688,674401,NS666744,"Kirkintilloch East and North and Twechar","",1980-01-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2HS,Yes,55.941018,-4.144527,266153,674074,NS661740,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2HT,Yes,55.942227,-4.147861,265949,674215,NS659742,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2HU,Yes,55.942413,-4.147023,266002,674234,NS660742,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2HX,Yes,55.942074,-4.146347,266043,674195,NS660741,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2HY,Yes,55.942483,-4.145553,266094,674239,NS660742,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2HZ,Yes,55.941876,-4.144319,266169,674169,NS661741,"Kirkintilloch East and North and Twechar","",1980-01-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2JA,Yes,55.942366,-4.143513,266221,674222,NS662742,"Kirkintilloch East and North and Twechar","",1980-01-01,,66,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2JB,Yes,55.942994,-4.144076,266188,674293,NS661742,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2JD,Yes,55.942862,-4.141843,266327,674274,NS663742,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2JE,Yes,55.942143,-4.142396,266290,674195,NS662741,"Kirkintilloch East and North and Twechar","",1980-01-01,,65,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JF,Yes,55.942805,-4.139486,266474,674263,NS664742,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JG,Yes,55.942487,-4.139132,266495,674227,NS664742,"Kirkintilloch East and North and Twechar","",1980-01-01,,65,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JH,Yes,55.943062,-4.13705,266627,674287,NS666742,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2JJ,Yes,55.943854,-4.136997,266633,674375,NS666743,"Kirkintilloch East and North and Twechar","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2JL,Yes,55.94402,-4.138304,266552,674396,NS665743,"Kirkintilloch East and North and Twechar","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2JN,Yes,55.943644,-4.13721,266619,674352,NS666743,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2JP,Yes,55.942173,-4.135992,266690,674186,NS666741,"Kirkintilloch East and North and Twechar","",1980-01-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JQ,Yes,55.943102,-4.139406,266480,674296,NS664742,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2JR,Yes,55.941398,-4.137679,266582,674103,NS665741,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JS,Yes,55.942214,-4.137259,266611,674193,NS666741,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JT,Yes,55.941681,-4.141041,266373,674141,NS663741,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JU,No,55.941307,-4.140348,266415,674098,NS664740,"Kirkintilloch East and North and Twechar","",2002-07-01,2002-07-01,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JW,Yes,55.942255,-4.134608,266777,674192,NS667741,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JX,Yes,55.941452,-4.140804,266387,674115,NS663741,"Kirkintilloch East and North and Twechar","",1980-01-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2JY,Yes,55.941766,-4.1434,266226,674155,NS662741,"Kirkintilloch East and North and Twechar","",1980-01-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2JZ,No,55.943,-4.136998,266630,674280,NS666742,"Kirkintilloch East and North and Twechar","",1990-12-01,1992-07-01,62,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008152,"Harestanes - 04"
G66 2LA,Yes,55.941283,-4.144798,266137,674104,NS661741,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2LB,Yes,55.941868,-4.145807,266076,674171,NS660741,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2LD,Yes,55.941039,-4.145377,266100,674078,NS661740,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2LE,Yes,55.943384,-4.14184,266329,674332,NS663743,"Kirkintilloch East and North and Twechar","",2010-06-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2LH,Yes,55.942209,-4.14067,266398,674199,NS663741,"Kirkintilloch East and North and Twechar","",1991-03-01,,66,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2LR,No,55.942845,-4.134572,266781,674258,NS667742,"Kirkintilloch East and North and Twechar","",1992-02-01,2000-06-01,60,Scotland,2021-11-12,"Postcode sector mean (mainly PO Boxes)",S01008152,"Harestanes - 04"
G66 2LS,Yes,55.943615,-4.127984,267195,674331,NS671743,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2LT,Yes,55.942941,-4.135266,266738,674270,NS667742,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2LU,Yes,55.944132,-4.134979,266760,674402,NS667744,"Kirkintilloch East and North and Twechar","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2LX,Yes,55.943486,-4.134399,266794,674329,NS667743,"Kirkintilloch East and North and Twechar","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2LY,Yes,55.942857,-4.134364,266794,674259,NS667742,"Kirkintilloch East and North and Twechar","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2LZ,Yes,55.943085,-4.133372,266857,674282,NS668742,"Kirkintilloch East and North and Twechar","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2NA,Yes,55.94382,-4.132736,266899,674363,NS668743,"Kirkintilloch East and North and Twechar","",1980-01-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2NB,Yes,55.944432,-4.133202,266872,674432,NS668744,"Kirkintilloch East and North and Twechar","",1980-01-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008150,"Harestanes - 02"
G66 2ND,Yes,55.945044,-4.133684,266844,674501,NS668745,"Kirkintilloch East and North and Twechar","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2NE,Yes,55.945648,-4.13306,266885,674567,NS668745,"Kirkintilloch East and North and Twechar","",1980-01-01,,56,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2NF,Yes,55.945368,-4.132629,266911,674535,NS669745,"Kirkintilloch East and North and Twechar","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008150,"Harestanes - 02"
G66 2NG,Yes,55.94495,-4.133091,266881,674489,NS668744,"Kirkintilloch East and North and Twechar","",1980-01-01,,57,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008152,"Harestanes - 04"
G66 2NH,Yes,55.943703,-4.131453,266979,674347,NS669743,"Kirkintilloch East and North and Twechar","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2NJ,Yes,55.943074,-4.131734,266959,674278,NS669742,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2NL,Yes,55.943618,-4.130386,267045,674336,NS670743,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2NN,Yes,55.943272,-4.1312,266993,674299,NS669742,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2NP,Yes,55.944553,-4.129365,267112,674438,NS671744,"Kirkintilloch East and North and Twechar","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2NQ,Yes,55.944205,-4.132308,266927,674405,NS669744,"Kirkintilloch East and North and Twechar","",1980-01-01,,58,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2NR,Yes,55.944446,-4.128782,267148,674425,NS671744,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2NS,Yes,55.944721,-4.127949,267201,674454,NS672744,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2NT,Yes,55.943958,-4.128387,267171,674370,NS671743,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2NU,Yes,55.944996,-4.12609,267318,674481,NS673744,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2NW,Yes,55.943383,-4.129989,267069,674309,NS670743,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2NX,Yes,55.94437,-4.125864,267330,674411,NS673744,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2NY,Yes,55.94406,-4.127208,267245,674379,NS672743,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2NZ,Yes,55.943627,-4.125711,267337,674328,NS673743,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2PA,Yes,55.943484,-4.124662,267402,674310,NS674743,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2PB,Yes,55.943527,-4.1242,267431,674314,NS674743,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2PD,Yes,55.943239,-4.126346,267296,674286,NS672742,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2PE,No,55.94313,-4.127942,267196,674277,NS671742,"Kirkintilloch East and North and Twechar","",1973-08-01,1992-07-01,62,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008151,"Harestanes - 03"
G66 2PF,Yes,55.942973,-4.12979,267080,674263,NS670742,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2PG,Yes,55.943785,-4.122789,267520,674340,NS675743,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008148,"Twechar and Harestanes East - 04"
G66 2PH,Yes,55.944157,-4.12156,267598,674379,NS675743,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2PJ,Yes,55.945148,-4.121406,267611,674489,NS676744,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008147,"Twechar and Harestanes East - 03"
G66 2PL,Yes,55.944754,-4.120328,267677,674443,NS676744,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008147,"Twechar and Harestanes East - 03"
G66 2PN,Yes,55.944413,-4.122375,267548,674409,NS675744,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2PP,Yes,55.944843,-4.122446,267545,674457,NS675744,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2PQ,No,55.942512,-4.132023,266939,674216,NS669742,"Kirkintilloch East and North and Twechar","",1996-06-01,1997-06-01,59,Scotland,2021-11-12,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",S01008138,"Hillhead - 03"
G66 2PR,Yes,55.940298,-4.13964,266456,673984,NS664739,"Kirkintilloch East and North and Twechar","",2015-07-01,,64,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2PS,Yes,55.940475,-4.141907,266315,674008,NS663740,"Kirkintilloch East and North and Twechar","",1998-06-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2PT,Yes,55.940098,-4.137495,266589,673958,NS665739,"Kirkintilloch East and North and Twechar","",2010-03-01,,63,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
G66 2PU,Yes,55.939986,-4.141348,266348,673953,NS663739,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2PW,Yes,55.944087,-4.120419,267669,674369,NS676743,"Kirkintilloch East and North and Twechar","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008149,"Harestanes - 01"
G66 2PX,Yes,55.93963,-4.143218,266230,673917,NS662739,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008136,"Hillhead - 01"
G66 2PY,Yes,55.939645,-4.139231,266479,673911,NS664739,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2PZ,Yes,55.939858,-4.13707,266615,673930,NS666739,"Kirkintilloch East and North and Twechar","",2010-02-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008137,"Hillhead - 02"
G66 2QA,Yes,55.939598,-4.137323,266598,673902,NS665739,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2QB,Yes,55.939624,-4.135804,266693,673902,NS666739,"Kirkintilloch East and North and Twechar","",1980-01-01,,62,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2QD,Yes,55.939693,-4.134643,266766,673907,NS667739,"Kirkintilloch East and North and Twechar","",1980-01-01,,61,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008139,"Hillhead - 04"
G66 2QE,Yes,55.942653,-4.128492,267160,674225,NS671742,"Kirkintilloch East and North and Twechar","",1980-01-01,,60,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008151,"Harestanes - 03"
G66 2QF,Yes,55.942291,-4.132528,266907,674192,NS669741,"Kirkintilloch East and North and Twechar","",1980-01-01,,59,Scotland,2021-11-12,"Within the building of the matched address closest to the postcode mean",S01008138,"Hillhead - 03"
